config,query_id,query,difficulty_type,expected_source_type,expected_refused,hit,rank_before,rank_after,deep_fulltext_in_top8,metadata_in_top8,deep_fulltext_top1,metadata_top1,source_match,refusal_matched,refused,top_source_types,top_source_titles,decision,next_action,error
hybrid_fulltext_boost,cn_hq_splitting_vs_tensile,劈裂抗拉强度与直接抗拉强度之间有什么关系？,confusable,institutional_access_pdf,false,true,4,2,7,1,true,false,false,,,open_access_pdf;institutional_access_pdf;institutional_access_pdf;open_access_pdf;institutional_access_pdf;open_access_pdf;metadata_record;open_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 自密实堆石混凝土力学性能的试验研究 | 自密实堆石混凝土力学性能的试验研究 | 3D mesoscopic numerical investigation on the uniaxial compre | 堆石混凝土抗冻抗渗性能的试验研究 | Application of Iron Ore Tailings and Phosphogypsum to Create | Study on the Influence of Specimen Size and Aggregate Size o | Experimental Research on the Properties of Rock-Filled Concr,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_splitting_vs_tensile,劈裂抗拉强度与直接抗拉强度之间有什么关系？,confusable,institutional_access_pdf,false,true,4,2,7,1,true,false,false,,,open_access_pdf;institutional_access_pdf;institutional_access_pdf;open_access_pdf;institutional_access_pdf;open_access_pdf;metadata_record;open_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 自密实堆石混凝土力学性能的试验研究 | 自密实堆石混凝土力学性能的试验研究 | 3D mesoscopic numerical investigation on the uniaxial compre | 堆石混凝土抗冻抗渗性能的试验研究 | Application of Iron Ore Tailings and Phosphogypsum to Create | Study on the Influence of Specimen Size and Aggregate Size o | Experimental Research on the Properties of Rock-Filled Concr,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_splitting_vs_tensile,劈裂抗拉强度与直接抗拉强度之间有什么关系？,confusable,institutional_access_pdf,false,true,4,2,7,1,true,false,false,,,open_access_pdf;institutional_access_pdf;institutional_access_pdf;open_access_pdf;institutional_access_pdf;metadata_record;open_access_pdf;open_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 自密实堆石混凝土力学性能的试验研究 | 自密实堆石混凝土力学性能的试验研究 | 3D mesoscopic numerical investigation on the uniaxial compre | 堆石混凝土抗冻抗渗性能的试验研究 | Study on the Influence of Specimen Size and Aggregate Size o | Application of Iron Ore Tailings and Phosphogypsum to Create | Experimental Research on the Properties of Rock-Filled Concr,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_scc_flow_requirement,堆石混凝土用自密实混凝土的坍落扩展度一般要求是多少？,parameter_detail,any,false,true,1,1,0,8,false,true,true,,,local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Rock-filled concrete, the new norm of SCC in hydraulic engin | Behavior of Self-compacting Rock-fill Concrete Beam under No | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Study on the Material Mechanical Performance of Large Scale  | Filling Capacity Evaluation of Self-Compacting Concrete in R | Testing the Self-compacting Rock-fill Concrete Strength by t | Monitoring the flow patterns of high performance self-compac | Application of C20 self-compacting concrete within rock-fill",baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_scc_flow_requirement,堆石混凝土用自密实混凝土的坍落扩展度一般要求是多少？,parameter_detail,any,false,true,1,1,2,6,false,true,true,,,local_file;open_access_pdf;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Rock-filled concrete, the new norm of SCC in hydraulic engin | Filling Capacity Evaluation of Self-Compacting Concrete in R | Lattice Boltzmann-Discrete Element Modeling Simulation of SC | Behavior of Self-compacting Rock-fill Concrete Beam under No | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Study on the Material Mechanical Performance of Large Scale  | Filling Capacity Evaluation of Self-Compacting Concrete in R | Testing the Self-compacting Rock-fill Concrete Strength by t",keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_scc_flow_requirement,堆石混凝土用自密实混凝土的坍落扩展度一般要求是多少？,parameter_detail,any,false,true,1,1,2,6,false,true,true,,,local_file;open_access_pdf;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Rock-filled concrete, the new norm of SCC in hydraulic engin | Filling Capacity Evaluation of Self-Compacting Concrete in R | Lattice Boltzmann-Discrete Element Modeling Simulation of SC | Behavior of Self-compacting Rock-fill Concrete Beam under No | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Study on the Material Mechanical Performance of Large Scale  | Filling Capacity Evaluation of Self-Compacting Concrete in R | Testing the Self-compacting Rock-fill Concrete Strength by t",keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_scc_flow_requirement,堆石混凝土用自密实混凝土的坍落扩展度一般要求是多少？,parameter_detail,any,false,true,1,3,2,6,true,false,true,,,open_access_pdf;open_access_pdf;local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Filling Capacity Evaluation of Self-Compacting Concrete in R | Lattice Boltzmann-Discrete Element Modeling Simulation of SC | Rock-filled concrete, the new norm of SCC in hydraulic engin | Behavior of Self-compacting Rock-fill Concrete Beam under No | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Study on the Material Mechanical Performance of Large Scale  | Filling Capacity Evaluation of Self-Compacting Concrete in R | Testing the Self-compacting Rock-fill Concrete Strength by t",keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_rock_size_grading,堆石混凝土的堆石粒径和级配一般如何选择？,parameter_detail,any,false,false,0,0,2,6,false,true,true,,,metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;open_access_pdf;open_access_pdf;metadata_record,Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No | Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Study on rock-fill concrete dam,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_rock_size_grading,堆石混凝土的堆石粒径和级配一般如何选择？,parameter_detail,any,false,false,0,0,2,6,true,false,true,,,open_access_pdf;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No | Study on rock-fill concrete dam,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_rock_size_grading,堆石混凝土的堆石粒径和级配一般如何选择？,parameter_detail,any,false,false,0,0,2,6,true,false,true,,,open_access_pdf;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No | Study on rock-fill concrete dam,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_rock_size_grading,堆石混凝土的堆石粒径和级配一般如何选择？,parameter_detail,any,false,false,0,0,2,6,true,false,true,,,open_access_pdf;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No | Study on rock-fill concrete dam,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_compressive_strength_range,堆石混凝土试件的抗压强度一般在什么范围？影响因素有哪些？,parameter_detail,any,false,false,0,0,1,7,false,true,true,,,metadata_record;metadata_record;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,Study on the Influence of Specimen Size and Aggregate Size o | Testing the Self-compacting Rock-fill Concrete Strength by t | Study on the Influence of Specimen Size and Aggregate Size o | Experimental Study on Effects of Casting Procedures on Compr | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Study on the effect of porosity and aperture on the damage c | 3D mesoscopic numerical investigation on the uniaxial compre | Influence of fly ash dosage over the compressive strength of,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_compressive_strength_range,堆石混凝土试件的抗压强度一般在什么范围？影响因素有哪些？,parameter_detail,any,false,true,0,8,6,2,true,false,true,,,open_access_pdf;open_access_pdf;metadata_record;open_access_pdf;open_access_pdf;open_access_pdf;metadata_record;institutional_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 3D mesoscopic numerical investigation on the uniaxial compre | Study on the Influence of Specimen Size and Aggregate Size o | Application of Iron Ore Tailings and Phosphogypsum to Create | Experimental Research on the Properties of Rock-Filled Concr | A Brief Review of Rock-Filled Concrete Dams and Prospects fo | Testing the Self-compacting Rock-fill Concrete Strength by t | 堆石混凝土立方体抗压性能尺寸效应研究,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_compressive_strength_range,堆石混凝土试件的抗压强度一般在什么范围？影响因素有哪些？,parameter_detail,any,false,true,0,8,6,2,true,false,true,,,open_access_pdf;open_access_pdf;metadata_record;open_access_pdf;open_access_pdf;open_access_pdf;metadata_record;institutional_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 3D mesoscopic numerical investigation on the uniaxial compre | Study on the Influence of Specimen Size and Aggregate Size o | Application of Iron Ore Tailings and Phosphogypsum to Create | Experimental Research on the Properties of Rock-Filled Concr | A Brief Review of Rock-Filled Concrete Dams and Prospects fo | Testing the Self-compacting Rock-fill Concrete Strength by t | 堆石混凝土立方体抗压性能尺寸效应研究,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_compressive_strength_range,堆石混凝土试件的抗压强度一般在什么范围？影响因素有哪些？,parameter_detail,any,false,true,0,6,7,1,true,false,true,,,open_access_pdf;open_access_pdf;open_access_pdf;open_access_pdf;open_access_pdf;institutional_access_pdf;metadata_record;open_access_pdf,Study on the Influence of Specimen Size and Aggregate Size o | 3D mesoscopic numerical investigation on the uniaxial compre | Application of Iron Ore Tailings and Phosphogypsum to Create | Experimental Research on the Properties of Rock-Filled Concr | A Brief Review of Rock-Filled Concrete Dams and Prospects fo | 堆石混凝土立方体抗压性能尺寸效应研究 | Study on the Influence of Specimen Size and Aggregate Size o | Seismic Behavior of Rock-Filled Concrete Dam Compared with C,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_permeability_coefficient,堆石混凝土坝体的渗透系数一般是多少？,parameter_detail,institutional_access_pdf,false,true,1,1,2,6,false,true,false,,,local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record;open_access_pdf;open_access_pdf,"Rock-filled concrete, the new norm of SCC in hydraulic engin | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No | Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete",baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_permeability_coefficient,堆石混凝土坝体的渗透系数一般是多少？,parameter_detail,institutional_access_pdf,false,true,1,3,2,6,true,false,false,,,open_access_pdf;open_access_pdf;local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Rock-filled concrete, the new norm of SCC in hydraulic engin | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No",keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_permeability_coefficient,堆石混凝土坝体的渗透系数一般是多少？,parameter_detail,institutional_access_pdf,false,true,1,3,2,6,true,false,false,,,open_access_pdf;open_access_pdf;local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Rock-filled concrete, the new norm of SCC in hydraulic engin | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No",keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_permeability_coefficient,堆石混凝土坝体的渗透系数一般是多少？,parameter_detail,institutional_access_pdf,false,true,1,3,2,6,true,false,false,,,open_access_pdf;open_access_pdf;local_file;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,"Research on Rock-Filled Concrete Dam | Pilot Study on Vibrated Rock-filled Concrete | Rock-filled concrete, the new norm of SCC in hydraulic engin | Seismic analysis of rock-filled concrete (RFC) dam with vari | Pilot Study on Vibrated Rock-filled Concrete | Study on the effect of porosity and aperture on the damage c | EXPERIMENTAL RESEARCH ON MECHANICAL BEHAVIOR OF SELF-COMPACT | Behavior of Self-compacting Rock-fill Concrete Beam under No",keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_adiabatic_temperature_rise,堆石混凝土的绝热温升曲线特征如何？速率有哪些影响因素？,parameter_detail,institutional_access_pdf,false,false,0,0,1,7,false,true,false,,,metadata_record;metadata_record;open_access_pdf;metadata_record;metadata_record;metadata_record;metadata_record;metadata_record,A Study on Adiabatic Temperature Rise Test and Temperature S | Preliminary study on temperature rise property of thermal in | The Influence of Construction Parameters on the Temperature  | Mesoscopic thermal field reconstruction and parametrical stu | Rock-filled concrete in the mass concrete temperature field  | Measurement and Evaluation of the Thermal Expansion Coeffici | Field prototype experiment of rockfill temperature before SC | The Influence of Construction Parameters on the Temperature ,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_adiabatic_temperature_rise,堆石混凝土的绝热温升曲线特征如何？速率有哪些影响因素？,parameter_detail,institutional_access_pdf,false,true,0,3,7,1,false,true,false,,,metadata_record;open_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf,A Study on Adiabatic Temperature Rise Test and Temperature S | The Influence of Construction Parameters on the Temperature  | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验与温升机制研究 | 堆石混凝土综合性能试验与温度应力研究 | 堆石混凝土绝热温升试验及数值模拟研究,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_adiabatic_temperature_rise,堆石混凝土的绝热温升曲线特征如何？速率有哪些影响因素？,parameter_detail,institutional_access_pdf,false,true,0,3,7,1,false,true,false,,,metadata_record;open_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf,A Study on Adiabatic Temperature Rise Test and Temperature S | The Influence of Construction Parameters on the Temperature  | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验与温升机制研究 | 堆石混凝土综合性能试验与温度应力研究 | 堆石混凝土绝热温升试验及数值模拟研究,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_adiabatic_temperature_rise,堆石混凝土的绝热温升曲线特征如何？速率有哪些影响因素？,parameter_detail,institutional_access_pdf,false,true,0,3,7,1,false,true,false,,,metadata_record;open_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf;institutional_access_pdf,A Study on Adiabatic Temperature Rise Test and Temperature S | The Influence of Construction Parameters on the Temperature  | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验及数值模拟研究 | 堆石混凝土绝热温升试验与温升机制研究 | 堆石混凝土综合性能试验与温度应力研究 | 堆石混凝土绝热温升试验及数值模拟研究,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_refusal_unrelated_finance,当前 A 股市场对建材板块的影响有哪些？,refusal,any,true,,,,,,,,,true,true,,,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_refusal_unrelated_finance,当前 A 股市场对建材板块的影响有哪些？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_refusal_unrelated_finance,当前 A 股市场对建材板块的影响有哪些？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_refusal_unrelated_finance,当前 A 股市场对建材板块的影响有哪些？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_refusal_unrelated_cooking,怎样煮一锅好喝的鸡汤？,refusal,any,true,,,,,,,,,true,true,,,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_refusal_unrelated_cooking,怎样煮一锅好喝的鸡汤？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_refusal_unrelated_cooking,怎样煮一锅好喝的鸡汤？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_refusal_unrelated_cooking,怎样煮一锅好喝的鸡汤？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_refusal_engineering_responsibility,请判定本工程的堆石混凝土配合比设计是否符合规范要求？,refusal,any,true,,,,,,,,,false,false,,,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_refusal_engineering_responsibility,请判定本工程的堆石混凝土配合比设计是否符合规范要求？,refusal,any,true,,,,,,,,,false,false,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_refusal_engineering_responsibility,请判定本工程的堆石混凝土配合比设计是否符合规范要求？,refusal,any,true,,,,,,,,,false,false,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_refusal_engineering_responsibility,请判定本工程的堆石混凝土配合比设计是否符合规范要求？,refusal,any,true,,,,,,,,,false,false,,,keep_existing_hybrid,Δp@1=-0.20<0.10,
hybrid_baseline,cn_hq_refusal_unrelated_news,今天有什么科技新闻？,refusal,any,true,,,,,,,,,true,true,,,baseline,保持默认链路；与候选配置对照,
hybrid_fulltext_boost,cn_hq_refusal_unrelated_news,今天有什么科技新闻？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_metadata_demote,cn_hq_refusal_unrelated_news,今天有什么科技新闻？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.07<0.10,
hybrid_topic_anchor_strict,cn_hq_refusal_unrelated_news,今天有什么科技新闻？,refusal,any,true,,,,,,,,,true,true,,,keep_existing_hybrid,Δp@1=-0.20<0.10,
