chunk_id,document_id,document_title,chunk_type,heading_bucket,score
58941,1969,"通信作者: 杨家琦(1993-), 男, 博士, 主要从事堆石混凝土及其数智化施工研究",table,表 5　2 # 仓面各子区域堆石粒径形状参数统计,123
58952,1977,随着堆石混凝土筑坝技术的发展,table,表 1 砌筑砂浆配合比,123
58989,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 15 抗裂性能适用性评价标准,123
58992,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 12 热效应适用性评价标准,123
59012,2038,C 15 自密实堆石混凝土作为筑坝材料,table,Q al 25 m,123
59016,2038,C 15 自密实堆石混凝土作为筑坝材料,table,C15W6F50 堆石混凝土,123
59041,2071,"狭窄、地形地质条件一般,筑坝材料采用 C25堆石混凝土,适应坝体变形的止水结构、防渗面板设计,施工质量控制,简化施工工",table,20mm 的石子比率超过 5% 时，将超径部分筛出后再进行自密实混凝 土的生产；自密实混凝土生产前对所使用的粗 、 细骨料进行含水率 测定，若自密实混凝土生产过程中天气变化较大时或者取料部位发 生变化时，及时对含水量重新测定进而调整实际用水量 。 8.4.2 仓面清理 。 堆石入仓之前，将仓面的混凝土乳皮 、 表层裂 ,123
59062,2112,"的整体,这种新的施工坝型可称为自密实堆石混凝土坝,",table,表 1 常用筑坝材料的优缺点分析,123
59089,2143,"绿塘水库大坝为堆石混凝土拱坝,坝体已填筑完成并达",table,指标及试样破坏前后对比,123
59106,2166,图 2 堆石混凝土施工总流程图,table,表 1 大坝各分区材料特性表,123
59135,2202,"大坝采用堆石中灌入自密实混凝土的施工工艺,",table,表 1 坝体混凝土材料分区特性表,123
59162,2233,堆石混凝土因其温控优势及施工便捷性,table,表 5 河床岸坡 ⑥ ～ ⑦ 坝段抗滑稳定计算结果表,123
59165,2233,堆石混凝土因其温控优势及施工便捷性,table,表 8 层面抗剪断参数计算成果,123
59237,2283,超声回弹综合法检测堆石混凝土强度的试验研究,table,表 1 ＲFC 试件原材料,123
58271,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,第六章 基于细观模拟的复合材料力学预测模型的验证分析,121
57805,1158,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,table,Table on page 7,120
57807,1159,Experimental Research on the Properties of Rock-Filled Concrete,table,"Appl. Sci. 2019 , 9 , 3767 4 of 14",120
57895,1362,堆石混凝土在乌东德水电站导流围堰中的应用,table,表 4 SCC 检测数据表,120
57923,1388,堆石混凝土坝渗透系数浅析,table,表 6 室内压水数据,120
57924,1388,堆石混凝土坝渗透系数浅析,table,表 7 坝体渗透系数,120
57925,1388,堆石混凝土坝渗透系数浅析,table,表 8 坝体平均渗透系数 单位: cm/s,120
57926,1388,堆石混凝土坝渗透系数浅析,table,表 9 总体平均渗透系数差异 单位: cm/s,120
58118,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,表 1 自 密 实 性能 混凝 土 配 合 比 单 位 : kg/m 3,120
58305,1581,基于随机骨料投放的堆石混凝土断裂性能研究,table,表 5.2 不同 SCC 等级串并联算法与有限元模拟值（ GPa ） Tab. 5.2 Series-parallel algorithms and finite element simulation values of different SCC levels(GPa),120
58335,1592,堆石混凝土层间界面剪切力学性能研究,table,验，证明了细观方法在堆石混凝土力学性能研究方面具备可行性。,120
58346,1592,堆石混凝土层间界面剪切力学性能研究,table,图3.11  SCC 塑性挤压破坏荷载滑移关系模拟（P0.2-N-A）,120
58462,1608,堆石混凝土绝热温升试验及数值模拟研究,table,泥用量越多，水化放热总量越大，导致最终绝热温升值越大，与实际情况相符,120
58595,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 3.5 自密实混凝土抗渗试验记录,120
58596,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 3.6 自密实混凝土渗透系数计算结果,120
58610,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 3.20 总体试验结果分析,120
58622,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 6.3 不同变量下的堆石混凝土坝渗流影响因素设计方案,120
58672,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,table,图 3.6 柔性网孔径对环内外 SCC 高度的影响,120
57861,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 2 材料参数取值,119
57900,1366,堆石混凝土在围滩水电站中的应用,table,表 3 堆石混凝土试坑容重检测数据,119
58001,1465,堆石混凝土砌体施工质量控制研究及实践,table,表 2 自密实混凝土性能检测及硬化力学强度,119
58031,1475,堆石混凝土绝热温升性能初步研究,table,表 3 材料的力学和热学参数,119
58051,1487,堆石混凝土高拱坝设计与施工质量管控关键技术,table,表2 大坝混凝土分区表 Table 2 Zoning of dam concrete,119
58066,1490,复合材料理论预测堆石混凝土弹性模量 (1),table,表 ２ 弹性模量的统计数据,119
58067,1490,复合材料理论预测堆石混凝土弹性模量 (1),table,表 ３ 式 （ ３ ）、（ ５ ）、（ ７ ）、（ ８ ） 中涉及的各项参数,119
58070,1491,复合材料理论预测堆石混凝土弹性模量,table,表 ２ 弹性模量的统计数据,119
58071,1491,复合材料理论预测堆石混凝土弹性模量,table,表 ３ 式 （ ３ ）、（ ５ ）、（ ７ ）、（ ８ ） 中涉及的各项参数,119
58160,1567,高寒地区堆石混凝土重力坝技术研究,table,Table 5 Compression test results of rockfill concrete,119
58170,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,119
58171,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,119
58282,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,119
58283,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,6.6 本章小结,119
58330,1590,堆石混凝土导热系数试验及预测模型研究,table,表 2.3 水泥化学分析结果,119
58349,1592,堆石混凝土层间界面剪切力学性能研究,table,第 3 章  基于三维重构的堆石混凝土层面剪切细观力学模拟,119
58392,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.1 试验仓 60 天龄期时回弹法试验结果,119
58892,1898,Liu 等 - 2024 - Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete,table,www.nature.com/scientificreports/,119
58896,1901,水利工程自密实混凝土与堆石混凝土施工质量控,table,表 1 Hardfill 坝相关规范统计表,119
58921,1945,"地质构造、岩溶水文、坝基防渗及大坝抗滑稳定等因素 ,设计优选下坝址堆石混凝土重力坝方案",table,表 3 大坝抗滑稳定计算成果,119
58983,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 8 重要材料供应能力适用性评价标准,119
58993,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 17 施工难易程度适用性评价标准,119
58995,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 18 施工风险等级适用性评价标准,119
58996,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 22 施工材料本地成本适用性评价标准,119
58997,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 23 材料供应能力适用性评价标准,119
58998,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 19 施工组织能力适用性评价标准,119
59060,2110,"大坝为堆石混凝土拱坝,",table,表 ２ 碎石骨料检测质量评定表,119
59107,2177,"堆石混凝土, 是利用自密实混凝土的高流动",table,表 1 沙坪二级吧冷风处混凝土直剪试验,119
59141,2208,基于温度应力仿真的仙洞沟堆石混凝土坝分缝技术研究,table,单位 ： MPa,119
59212,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,各仓面高程及开仓时间统计 表 5,119
59213,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,温度变化过程方程的系数矩阵 表 6,119
59214,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,石坝河水库坝体重点仓面监测成果 表 7,119
59219,2263,"摘 要: 【 目的】 绿塘大坝是一座不分横缝、 整体浇筑的堆石混凝土拱坝, 旨在解决坝体分缝过多而",table,表 ３ 坝体混凝土和基岩材料的设计参数取值,119
57975,1430,堆石混凝土技术碳减排效益评价,table,表3 各项原材料生产阶段的排放清单 Table 3   Emission inventory of raw materials,117
58573,1807,基于生命周期的混凝土大坝碳排放评价方法研究,table,ISO14040-ISO14043 标准的作用如图 1.4 所示。,117
58843,1888,金平水电站碾压式沥青混凝土心墙堆石坝施工方案研究,table,表 3-3 沥青混凝土现场铺筑试验项目及程序 Table 3-3  asphalt concrete paving projects and test procedures,117
57893,1362,堆石混凝土在乌东德水电站导流围堰中的应用,table,表 2 自密实性能检测标准表,115
58135,1547,自密实堆石混凝土在围滩水电站的应用及试验研究,table,表 1 自密实堆石混凝土试验选用原材料,115
58272,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,骨料模型为基础进行。,115
58664,1840,堆石混凝土高拱坝的应力应变三维有限元分析,table,拱坝的发展，意味着拱坝技术有了长足的进步，筑坝材料的利用率大大提高，,115
58818,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表4.1                          现场试验原材料表,115
58984,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 4 环境评价适用性评价标准,115
58985,2030,"在工程实践中,堆石混凝土依靠自身独特的施工工艺,",table,表 9 气候条件适用性评价标准,115
59013,2038,C 15 自密实堆石混凝土作为筑坝材料,table,1 ∶ 0.2,115
57920,1388,堆石混凝土坝渗透系数浅析,table,表 4 全集配混凝土渗透数据 单位: cm/s,113
58037,1485,堆石混凝土长龄期力学性能试验研究 (1),table,均较大 。,113
58046,1486,堆石混凝土长龄期力学性能试验研究,table,均较大 。,113
58077,1499,尧都区仙洞沟水库堆石混凝土施工技术现场试验,table,表 4 自密 实 混凝土不同龄 期 的抗压强 度,113
58127,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,单 位 : GPa,113
58192,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,2.1.1 堆石混凝土的形成,113
58226,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,4.1.2 试验现象,113
58930,1949,在施工现场模拟浇筑自密实堆石混凝土坝体,table,表 3 静力抗压弹性模量试验结果,113
57832,1322,中低应变率下堆石混凝土动强度试验研究 (1),table,( ) ( ) lg A a b ε ε = + ×   （ 4 ）,111
57834,1323,中低应变率下堆石混凝土动强度试验研究,table,( ) ( ) lg A a b ε ε = + ×   （ 4 ）,111
57853,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,table,表 11   山口上游围堰采用专用外加剂自密实混凝土浇筑的芯样抽检成果,111
57854,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,table,表 12   山口上游围堰采用聚羧酸自密实混凝土浇筑的芯样抽检成果,111
57859,1342,围滩水电站自密实堆石混凝土劈裂抗拉性能试验分析,table,表 3 堆石混凝土劈裂抗拉强度试验结果,111
57907,1377,堆石混凝土在石河水库除险加固工程中的应用,table,表2 自密实混凝土主要特点,111
57911,1377,堆石混凝土在石河水库除险加固工程中的应用,table,表7 堆石混凝土施工注意事项,111
57914,1380,堆石混凝土在黄家湾水利枢纽工程中的应用,table,表 3 砂石骨料性能检测结果,111
57928,1390,堆石混凝土坝的内部结构 (1),table,图1 绿塘水库的试验仓      图2 现场制作的大型试块,111
57936,1391,堆石混凝土坝的内部结构,table,图1 绿塘水库的试验仓      图2 现场制作的大型试块,111
57960,1409,堆石混凝土技术在围滩水电站中的应用,table,表 1 自密实混凝土性能指标检测结果,111
57968,1420,堆石混凝土技术在深溪河水库重力坝中的应用,table,表2  每方自密实混凝土配合比,111
57983,1436,堆石混凝土施工层面结合质量影响因素的试验研究 (1),table,Table on page 7,111
57986,1437,堆石混凝土施工层面结合质量影响因素的试验研究,table,Table on page 5,111
57988,1437,堆石混凝土施工层面结合质量影响因素的试验研究,table,Table on page 7,111
58003,1466,堆石混凝土研究现状综述,table,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! （上接第 41 页）,111
58017,1471,堆石混凝土筑坝设计及应用浅析,table,表 2 堆石混凝土层间结合面抗剪断强度指标合格值,111
58073,1496,大粒径堆石混凝土超声回弹综合测强曲线的试验研究,table,表 4 全国统一测强曲线推定强度值,111
58074,1496,大粒径堆石混凝土超声回弹综合测强曲线的试验研究,table,表 6 专用测强曲线推定强度值与实测值对比,111
58085,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),table,Ｔａｂｌｅ１　Ｍｉｘｐｒｏｐｏｒｔｉｏｎｏｆｓｅｌｆ⁃ｃｏｍｐａｃｔｉｎｇｃｏｎｃｒｅｔｅ,111
58088,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),table,表 ４ 超声对测波形,111
58090,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,table,Ｔａｂｌｅ１　Ｍｉｘｐｒｏｐｏｒｔｉｏｎｏｆｓｅｌｆ⁃ｃｏｍｐａｃｔｉｎｇｃｏｎｃｒｅｔｅ,111
58093,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,table,表 ４ 超声对测波形,111
58115,1536,石门河水库大坝自密实堆石混凝土施工技术研究,table,表 3 C20 自密实堆石混凝土配合比设计微调成果,111
58124,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,单 位 : MPa,111
58149,1566,高坝堆石混凝土综合性能及适用性研究,table,表 1 自密实混凝土配合比与基本性能,111
58157,1567,高寒地区堆石混凝土重力坝技术研究,table,Table 2 Test data of standard self-compacting mortar,111
58159,1567,高寒地区堆石混凝土重力坝技术研究,table,Table 4 Result of mix ratio adjustment of self-compacting rockfill concrete,111
58182,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,效应理论，混凝土抗拉强度尺寸效应表达式如下：,111
58207,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,3.1 设备及试验步骤,111
58208,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,（ 2 ）试块龄期 90d ，保持干燥状态，选择规则、外观无明显缺陷、平整的试,111
58209,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,111
58211,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,强度MPa,111
58218,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,全国统一测强曲线计算对应的 堆石混凝土 强度推定值，然后分别计算相对误差，计算,111
58219,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,全国统一测强曲线计算对应的 堆石混凝土 强度推定值，然后分别计算相对误差，计算,111
58231,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,得到混凝土的轴心抗拉强度。按照《水工混凝土试验规程》相关规定进行试验。,111
58328,1589,堆石混凝土大坝施工缝层间强度研究,table,整个坐标系的转换过程见图 4-1 。,111
58350,1592,堆石混凝土层间界面剪切力学性能研究,table,（e）P0.1-0.5D-K2 （f）P0.1-N,111
58352,1592,堆石混凝土层间界面剪切力学性能研究,table,用，因为此时控制抗剪承载力的主要因素是岩石的抗剪断强度。,111
58362,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 42,111
58363,1594,堆石混凝土强度性能及冻融耐久性的研究,table,69.70 71.33,111
58364,1594,堆石混凝土强度性能及冻融耐久性的研究,table,69.70 71.33,111
58365,1594,堆石混凝土强度性能及冻融耐久性的研究,table,30.04,111
58366,1594,堆石混凝土强度性能及冻融耐久性的研究,table,28.92 29.17,111
58367,1594,堆石混凝土强度性能及冻融耐久性的研究,table,28.92 29.17,111
58368,1594,堆石混凝土强度性能及冻融耐久性的研究,table,22.86,111
58369,1594,堆石混凝土强度性能及冻融耐久性的研究,table,16.7 14.28 13.02,111
58370,1594,堆石混凝土强度性能及冻融耐久性的研究,table,16.7 14.28 13.02,111
58374,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 3.10 A 工程切割试件劈裂抗拉强度试验结果 /MPa,111
58376,1594,堆石混凝土强度性能及冻融耐久性的研究,table,4.35,111
58377,1594,堆石混凝土强度性能及冻融耐久性的研究,table,3.86,111
58378,1594,堆石混凝土强度性能及冻融耐久性的研究,table,1.28 1.37,111
58379,1594,堆石混凝土强度性能及冻融耐久性的研究,table,0.87 0.78,111
58380,1594,堆石混凝土强度性能及冻融耐久性的研究,table,0.87 0.78,111
58381,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 3.11 B 工程切割试件劈裂抗拉强度试验结果,111
58382,1594,堆石混凝土强度性能及冻融耐久性的研究,table,C 工程三个尺寸的试验数据及结果如表 3.12 所列，每个尺寸有 9 组数据，强,111
58383,1594,堆石混凝土强度性能及冻融耐久性的研究,table,度指标对比图如图 3.30 所示。,111
58384,1594,堆石混凝土强度性能及冻融耐久性的研究,table,29.73%,111
58387,1594,堆石混凝土强度性能及冻融耐久性的研究,table,49.91,111
58389,1594,堆石混凝土强度性能及冻融耐久性的研究,table,26.81,111
58390,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 60,111
58393,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.5 试验仓 60 天龄期时超声回弹综合法试验结果,111
58394,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 75,111
58395,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.6 试验仓 90 天龄期时超声回弹综合法试验结果,111
58396,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 76,111
58397,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.7 试验仓 180 天龄期时超声回弹综合法试验结果,111
58398,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 77,111
58400,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.12 劈拉强度试件的超声回弹综合法试验结果,111
58404,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.16 B 工程试件的超声回弹综合法试验结果,111
58453,1606,堆石混凝土结构施工冷缝抗剪性能的研究,table,位移计 2,111
58454,1606,堆石混凝土结构施工冷缝抗剪性能的研究,table,图 3-26 位移计2 的荷载位移关系图,111
58463,1610,堆石混凝土缺陷对尺寸效应的影响研究,table,具显著，劈裂抗拉强度下降越快，表现出明显的尺寸效应现象。,111
58670,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,table,2670kg/m 3 。粗骨料和细骨料的颗粒级配如图 2.1 所示。,111
58757,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,JX-5与70%水泥、30%粉煤灰适应性,111
58788,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表 3.7 试验性能结果,111
58791,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表3.10                      工作性能、力学性能检测结果,111
58795,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表3.14                         自密实混凝土配合比,111
58828,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表4.10                 混凝土强度的合格判定系数,111
58834,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表4.15     自密实混凝土抗渗试验结果,111
58909,1925,关于软岩地基上修建堆石混凝土坝的探讨,table,表 1 岩石( 体) 物理力学指标建议值表,111
58936,1963,", 坝体堆石混凝土强度等级取",table,表 1 两坝型方案主要工程量及投资表,111
59061,2110,"大坝为堆石混凝土拱坝,",table,强度 ：２１􀆰７ＭＰａ。,111
59071,2121,的堆石混凝土坝施工中,table,表 1 混凝土预制块模板稳定计算成果表,111
59076,2123,爬升钢模板在堆石混凝土重力坝施工中应用,table,表 2 模板形式优缺点分析表,111
59142,2208,基于温度应力仿真的仙洞沟堆石混凝土坝分缝技术研究,table,表 3 高程 760 m 以上 坝体分 1 条 横缝温度应 力 计算 工 况,111
59143,2208,基于温度应力仿真的仙洞沟堆石混凝土坝分缝技术研究,table,表 4 高程 760 m 以上 坝体分 1 条 横缝温度应 力 计算 工 况,111
59153,2228,堆石自密实混凝土在水库重力坝施工中的应用分析,table,表 2 自密实混凝土性能检测结果,111
59156,2230,堡子湾水库堆石混凝土坝设计与施工,table,表 1 坝体混凝土分区技术指标,111
59220,2265,缆索吊机施工工艺在堆石混凝土工程中的应用,table,表 1 施工单价统计( 1 d ),111
59235,2282,超声回弹综合法在水库堆石混凝土性能检测中的应用,table,表 5 回弹强度值所占比例 单位: MPa,111
59238,2283,超声回弹综合法检测堆石混凝土强度的试验研究,table,表 2 自密实性能混凝土配合比 单位 : kg/m 3,111
57831,1316,《堆石混凝土与胶凝砂砾石筑坝新技术导则》编制工作大纲审查会在京召开,table,R －－－ 加强圈外弧半径 ；,107
57839,1330,利用堆石混凝土替代浆砌石实施坝体施工的技术难点与应用前景分析,table,表 2 试坑密度检测试验结果,107
57844,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,table,表 3   细骨料品质检验结果,107
57846,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,table,表 5   粗骨料品质检验结果,107
57860,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 1 中心组合设计因素与试验次数,107
57862,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 3 试验样本,107
57863,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 4 参数取值区间,107
57864,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 5 拟合精度检验,107
57865,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 6 反分析求解结果,107
57866,1343,基于响应面优化的堆石混凝土热学参数反分析,table,表 7 反分析计算值与实测值对比,107
57897,1362,堆石混凝土在乌东德水电站导流围堰中的应用,table,表 3 单方理论配合比及生产配合比表 /kg,107
57898,1362,堆石混凝土在乌东德水电站导流围堰中的应用,table,表 6 各级压力下试段的透水率表,107
57905,1377,堆石混凝土在石河水库除险加固工程中的应用,table,表1 一般大体积混凝土技术特点,107
57916,1380,堆石混凝土在黄家湾水利枢纽工程中的应用,table,表 5 自密实混凝土配合比,107
57944,1400,堆石混凝土层间界面抗剪稳定力学性能试验研究 (1),table,"李友彬 , 等 / / 堆石混凝土层间界面抗剪稳定力学性能试验研究",107
57952,1401,堆石混凝土层间界面抗剪稳定力学性能试验研究,table,"李友彬 , 等 / / 堆石混凝土层间界面抗剪稳定力学性能试验研究",107
57967,1420,堆石混凝土技术在深溪河水库重力坝中的应用,table,表1  堆石料的性能参数（白云质灰岩）,107
57970,1430,堆石混凝土技术碳减排效益评价,table,续表,107
57974,1430,堆石混凝土技术碳减排效益评价,table,表5 运输距离 Table 5 Transportation length,107
57979,1436,堆石混凝土施工层面结合质量影响因素的试验研究 (1),table,表 1 自密实混凝土配合比,107
57980,1436,堆石混凝土施工层面结合质量影响因素的试验研究 (1),table,质量用量 / kg 186．5 223．8 344 902 523 5．5,107
57984,1437,堆石混凝土施工层面结合质量影响因素的试验研究,table,表 1 自密实混凝土配合比,107
57985,1437,堆石混凝土施工层面结合质量影响因素的试验研究,table,质量用量 / kg 186．5 223．8 344 902 523 5．5,107
57993,1443,堆石混凝土施工技术在新疆公路工程中的应用 (2),table,表4.1 赛—果高速专用自密实混凝土原材料,107
57997,1451,堆石混凝土施工技术应用研究,table,表 1 自密实性能检测标准,107
58010,1469,堆石混凝土筑坝技术的环境影响评价,table,表 3 原材料运输（至混凝土拌和站）,107
58014,1469,堆石混凝土筑坝技术的环境影响评价,table,表 7 三种混凝土的环境负荷指标,107
58020,1474,堆石混凝土绝热温升影响因素分析,table,表 1 各工程特性参数及工程特点,107
58030,1475,堆石混凝土绝热温升性能初步研究,table,表 2 自密实混凝土和堆石各项热力学参数,107
58036,1485,堆石混凝土长龄期力学性能试验研究 (1),table,绿 塘 0 86. 7 13. 3 0,107
58045,1486,堆石混凝土长龄期力学性能试验研究,table,绿 塘 0 86. 7 13. 3 0,107
58060,1488,堆石率对堆石混凝土绝热温升影响试验研究 (1),table,表 1 不同 堆石 率 堆石 混 凝 土 配合 比情况,107
58062,1489,堆石率对堆石混凝土绝热温升影响试验研究,table,表 1 不同 堆石 率 堆石 混 凝 土 配合 比情况,107
58065,1490,复合材料理论预测堆石混凝土弹性模量 (1),table,的预测值及其相对误差,107
58069,1491,复合材料理论预测堆石混凝土弹性模量,table,的预测值及其相对误差,107
58110,1528,浅析钻芯取样方法在堆石混凝土质量检测中的准确性,table,表 3 混凝土塑性参数表,107
58126,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,表 10 ＲFC 大 试 件 劈裂 抗 拉 强 度 力学 指 标,107
58129,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,表 13 ＲFC 大 试 件 弹 性 模 量 综合 参 数,107
58145,1559,自密实堆石混凝土在石马水库中的应用,table,表 1 自密实混凝土与常态混凝土配合比及材料用量,107
58158,1567,高寒地区堆石混凝土重力坝技术研究,table,kg/m,107
58168,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58169,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,1.2.1 混凝土力学性能的研究现状,107
58186,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,1.2.5 混凝土细观数值模拟的研究现状,107
58190,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58191,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,1.4.2 本文创新点,107
58194,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58199,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58202,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,2.4 试验设计及试件制作,107
58204,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58227,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58242,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58244,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,Ω 𝑑𝑉−∫ 𝜎̃ 𝑖𝑗 𝑛 𝑖 𝑢̅ 𝑗 𝑑𝑆 𝜕 Ω 𝐹 （ 5-2 ）,107
58245,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,−𝜓(𝜎̃ 𝑖𝑗 ) ≤−𝜓(𝜎 𝑖𝑗 ) = Φ (𝑢 𝑖 ) ≤ Φ (𝑢̃ 𝑖 ) （ 5-3 ）,107
58246,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,𝐶 ̃ 𝑖𝑗𝑚𝑛 = 𝐶 𝑖𝑗𝑚𝑛,107
58247,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,107
58248,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,〈𝜀〉 𝑟 = 𝑇 𝑟 [𝑐 0 𝐼+ ∑ 𝑐 𝑟 𝑇 𝑟 𝑁−1 𝑟=1 ] −1 𝜀̅ （ 5-5 ）,107
