config,query_id,difficulty_type,language_type,expected_refused,hit,rank,refused,refusal_matched,best_score,hit_title,top_titles,notes
bm25_rrf,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,0.0325,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：数值模拟流动过程
bm25_rrf,cp_specimen_size_strength,cross_passage,en,no,yes,2,,,0.0317,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,Research on the size effect of rock-filled concrete compressive strength: Considering the influence of rockfill ratios and rock shapes || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on compressive size effect of rock-filled concrete considering initial pores || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,跨段：尺寸效应与抗压强度
bm25_rrf,cp_temperature_construction,cross_passage,en,no,yes,1,,,0.0320,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || 堆石混凝土绝热温升性能初步研究 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：施工参数与温控
bm25_rrf,cp_itz_uniaxial,cross_passage,en,no,yes,1,,,0.0323,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 自密实堆石混凝土力学性能的试验研究,跨段：ITZ 与抗压行为
bm25_rrf,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,0.0328,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || 堆石混凝土技术“引发革命”——清华大学堆石混凝土专利技术将在第六届四川国际水电产业展览会上亮相,跨段：人工堆石材料
bm25_rrf,cp_adiabatic_temp,cross_passage,en,no,yes,1,,,0.0323,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || 堆石混凝土绝热温升性能初步研究 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：水化热温升
bm25_rrf,cp_seismic_compare,cross_passage,en,no,yes,1,,,0.0328,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：抗震对比
bm25_rrf,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,0.0328,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || On the elastic modulus of rock-filled concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,易混淆：弹性模量 vs 抗压强度
bm25_rrf,cf_filling_vs_compaction,confusable,en,no,yes,1,,,0.0323,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,易混淆：填充能力 vs 密实度
bm25_rrf,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,0.0328,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || A Pilot Study on Integrated Properties of Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Pilot Study on Vibrated Rock-filled Concrete,易混淆：振捣 vs 自密实
bm25_rrf,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,0.0328,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || 堆石混凝土技术“引发革命”——清华大学堆石混凝土专利技术将在第六届四川国际水电产业展览会上亮相,易混淆：peridynamics vs LBM-DEM
bm25_rrf,cf_mesoscale_modulus,confusable,en,no,yes,1,,,0.0328,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,易混淆：mesoscale 弹模 vs 3D 细观抗压
bm25_rrf,cf_rfc_review_overview,confusable,en,no,yes,1,,,0.0328,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || Research on Rock-Filled Concrete Dams: a Review || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,易混淆：综述 vs 单篇实验
bm25_rrf,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,0.0313,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || Construction || 堆石混凝土大坝施工方法 / Construction method for Rock-Filled Concrete dams,易混淆：RFC dam vs CFRD false friend
bm25_rrf_context,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,0.0325,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 自密实堆石混凝土力学性能的试验研究 || 自密实混凝土充填堆石体试验研究 || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,跨段：填充能力受流变参数影响
bm25_rrf_context,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,0.0325,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：数值模拟流动过程
bm25_rrf_context,cp_specimen_size_strength,cross_passage,en,no,yes,2,,,0.0317,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,Research on the size effect of rock-filled concrete compressive strength: Considering the influence of rockfill ratios and rock shapes || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on compressive size effect of rock-filled concrete considering initial pores || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,跨段：尺寸效应与抗压强度
bm25_rrf_context,cp_temperature_construction,cross_passage,en,no,yes,1,,,0.0320,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || 堆石混凝土绝热温升性能初步研究 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：施工参数与温控
bm25_rrf_context,cp_itz_uniaxial,cross_passage,en,no,yes,1,,,0.0323,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 自密实堆石混凝土力学性能的试验研究,跨段：ITZ 与抗压行为
bm25_rrf_context,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,0.0328,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || 堆石混凝土技术“引发革命”——清华大学堆石混凝土专利技术将在第六届四川国际水电产业展览会上亮相,跨段：人工堆石材料
bm25_rrf_context,cp_adiabatic_temp,cross_passage,en,no,yes,1,,,0.0323,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || 堆石混凝土绝热温升性能初步研究 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：水化热温升
bm25_rrf_context,cp_seismic_compare,cross_passage,en,no,yes,1,,,0.0328,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：抗震对比
bm25_rrf_context,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,0.0328,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || On the elastic modulus of rock-filled concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,易混淆：弹性模量 vs 抗压强度
bm25_rrf_context,cf_filling_vs_compaction,confusable,en,no,yes,1,,,0.0323,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,易混淆：填充能力 vs 密实度
bm25_rrf_context,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,0.0328,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || A Pilot Study on Integrated Properties of Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Pilot Study on Vibrated Rock-filled Concrete,易混淆：振捣 vs 自密实
bm25_rrf_context,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,0.0328,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || 堆石混凝土技术“引发革命”——清华大学堆石混凝土专利技术将在第六届四川国际水电产业展览会上亮相,易混淆：peridynamics vs LBM-DEM
bm25_rrf_context,cf_mesoscale_modulus,confusable,en,no,yes,1,,,0.0328,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,易混淆：mesoscale 弹模 vs 3D 细观抗压
bm25_rrf_context,cf_rfc_review_overview,confusable,en,no,yes,1,,,0.0328,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || Research on Rock-Filled Concrete Dams: a Review || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,易混淆：综述 vs 单篇实验
bm25_rrf_context,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,0.0313,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || Construction || 堆石混凝土大坝施工方法 / Construction method for Rock-Filled Concrete dams,易混淆：RFC dam vs CFRD false friend
brain_default,rf_unrelated_llm,refusal,en,yes,,,yes,yes,0.0000,,,需拒答：与堆石混凝土无关
brain_default,rf_unrelated_cooking,refusal,zh,yes,,,no,no,0.0000,,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || 探析水利混凝土工程的施工要点及其裂缝控制 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,需拒答：完全无关
brain_default,rf_random_tokens,refusal,en,yes,,,no,no,0.0000,,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,需拒答：无意义查询
brain_default,rf_unrelated_finance,refusal,en,yes,,,no,no,0.0000,,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || Identification and characteristic analysis of internal defects in rock-filled concrete based on deep learning method || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,需拒答：金融无关
brain_default,rf_out_of_scope_quantum,refusal,en,yes,,,no,no,0.0000,,Pilot Study on Vibrated Rock-filled Concrete || Experimental study of Self-Compacting Concrete filled prepacked rock || On-site experiment methods on the compaction detection of rock-filled concrete || Field prototype experiment of rockfill temperature before SCC filling for rock-filled concrete dam,需拒答：物理无关
