query_id,dataset,category,reranker,candidate_count,relevant_count,mrr_at_5,ndcg_at_5,precision_at_1,precision_at_3,precision_at_5,coverage_ratio,refusal_accuracy,latency_ms,top_chunk_id,top_title,status,error,fallback_count
stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,264.357,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,none,25,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.011,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,deterministic,25,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.116,9841,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,glm-reranker,25,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,540.355,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,remote-bge-lora,25,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,273.757,21816,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
stage37_comparison,phase51_performance_cases,comparison,none,25,15,1.0,0.553146,1.0,1.0,1.0,0.666667,0.0,0.011,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_comparison,phase51_performance_cases,comparison,deterministic,25,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.569,22203,Mesoscopic thermal field reconstruction and parametrical studies of heterogeneous rock-filled concrete at early age,completed,,0
stage37_comparison,phase51_performance_cases,comparison,glm-reranker,25,15,1.0,0.684352,1.0,1.0,1.0,0.666667,0.0,730.91,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,25,15,1.0,0.83042,1.0,1.0,1.0,1.0,0.0,276.408,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,none,25,4,0.333333,0.363318,0.0,1.0,1.0,1.0,0.0,0.012,23584,堆石混凝土砌体施工质量控制研究及实践,completed,,0
stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,deterministic,25,4,0.333333,0.34621,0.0,1.0,1.0,1.0,0.0,2.433,39119,堆石混凝土坝概述及下一代混凝土坝施工技术展望（英文）,completed,,0
stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,glm-reranker,25,4,0.5,0.441492,0.0,1.0,1.0,1.0,0.0,5391.261,26863,Quality Control and Instrumentation,completed,,0
stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,25,4,1.0,0.58557,1.0,1.0,1.0,1.0,0.0,272.694,21865,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,completed,,0
stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,none,25,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.015,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,deterministic,25,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.763,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,glm-reranker,25,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,638.587,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,25,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,263.147,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
stage37_followup,phase51_performance_cases,followup,none,25,3,1.0,0.469279,1.0,1.0,1.0,1.0,0.0,0.013,19710,Corrosion of reinforcement bars,completed,,0
stage37_followup,phase51_performance_cases,followup,deterministic,25,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.514,19710,Corrosion of reinforcement bars,completed,,0
stage37_followup,phase51_performance_cases,followup,glm-reranker,25,3,1.0,0.650821,1.0,1.0,1.0,1.0,0.0,383.06,19710,Corrosion of reinforcement bars,completed,,0
stage37_followup,phase51_performance_cases,followup,remote-bge-lora,25,3,0.25,0.383649,0.0,0.0,1.0,1.0,0.0,264.124,27345,Types,completed,,0
stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011,22261,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios,completed,,0
stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.779,27871,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,407.043,27228,Etymology,completed,,0
stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,315.543,27871,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012,18178,Build America - American Cement Association,completed,,0
stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.055,21893,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,completed,,0
stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,363.165,21893,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,completed,,0
stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256.687,53505,Wang 等 - 2025 - Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterog,completed,,0
stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,none,25,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.012,9973,Filling Process of HSCC and Compactness of RFC,completed,,0
stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,deterministic,25,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.64,22236,Monitoring the flow patterns of high performance self-compacting concrete in the voids of sloped rock-filled concrete structures,completed,,0
stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,glm-reranker,25,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,510.182,22165,"Rock-filled concrete, the new norm of SCC in hydraulic engineering in China",completed,,0
stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,remote-bge-lora,25,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,262.49,21724,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
