combo,candidate_pool_size,top_k,query_id,dataset,category,reranker,candidate_count,relevant_count,mrr_at_5,ndcg_at_5,precision_at_1,precision_at_5,ndcg_at_8,precision_at_8,ndcg_at_10,precision_at_10,coverage_ratio,refusal_accuracy,candidate_recall_hit,non_refusal_query,latency_ms,top_chunk_id,top_title,status,error,fallback_count
pool50_top8,50,8,stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,2,0.5,0.650921,0.0,1.0,0.650921,1.0,0.0,0.0,1.0,0.0,1.0,1.0,458.371,40857,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool50_top8,50,8,stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,473.812,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool50_top8,50,8,stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,474.179,33049,胶结面缺陷对堆石混凝土宏观力学性能影响研究,completed,,0
pool50_top8,50,8,stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,2,0.5,0.650921,0.0,1.0,0.650921,1.0,0.0,0.0,1.0,0.0,1.0,1.0,477.952,22238,Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterogeneous code acceleration,completed,,0
pool50_top8,50,8,stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,476.544,29800,堆石混凝土坝施工期温度场、应力场分析及裂缝控制,completed,,0
pool50_top8,50,8,stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,4,1.0,0.636682,1.0,1.0,0.636682,1.0,0.0,0.0,0.666667,0.0,1.0,1.0,477.241,24074,考虑分层填充的非均质堆石混凝土温度研究 (1),completed,,0
pool50_top8,50,8,stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,466.362,39915,"堆石混凝土( Rock-Filled Concrete,RFC)筑坝技术",completed,,0
pool50_top8,50,8,stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,7,1.0,1.0,1.0,1.0,0.995088,1.0,0.0,0.0,1.0,0.0,1.0,1.0,464.103,52580,堆石混凝土坝质量控制与检验探讨,completed,,0
pool50_top8,50,8,stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,466.839,38056,"堆石混凝土 ( Rock-filled Concrete, RFC)",completed,,0
pool50_top8,50,8,stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,39,0.5,0.66084,0.0,1.0,0.747057,1.0,0.0,0.0,1.0,0.0,1.0,1.0,466.958,22154,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,completed,,0
pool50_top8,50,8,stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,473.826,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
pool50_top8,50,8,stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,465.228,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
pool50_top8,50,8,stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,remote-bge-lora,50,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,477.432,21816,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
pool50_top8,50,8,stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,50,31,1.0,0.83042,1.0,1.0,0.873529,1.0,0.0,0.0,1.0,0.0,1.0,1.0,480.413,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
pool50_top8,50,8,stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,50,11,1.0,0.50874,1.0,1.0,0.553828,1.0,0.0,0.0,1.0,0.0,1.0,1.0,469.379,22236,Monitoring the flow patterns of high performance self-compacting concrete in the voids of sloped rock-filled concrete structures,completed,,0
pool50_top8,50,8,stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,50,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,471.886,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
pool50_top8,50,8,stage37_followup,phase51_performance_cases,followup,remote-bge-lora,50,4,0.5,0.246302,0.0,1.0,0.49958,1.0,0.0,0.0,1.0,0.0,1.0,1.0,466.989,27139,Dam applications,completed,,0
pool50_top8,50,8,stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.163,27137,Dam applications,completed,,0
pool50_top8,50,8,stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,496.406,10161,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,completed,,0
pool50_top8,50,8,stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,remote-bge-lora,50,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,466.382,21724,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
pool75_top8,75,8,stage29_wiki_rcc_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,662.877,27137,Dam applications,completed,,0
pool75_top8,75,8,stage29_wiki_arch_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,673.421,19794,拱坝的分类,completed,,0
pool75_top8,75,8,stage29_wiki_hydraulic_engineering,stage29_new_corpus_queries,wikipedia,remote-bge-lora,75,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,663.735,19802,基本原理,completed,,0
pool75_top8,75,8,stage29_wiki_concrete_cover,stage29_new_corpus_queries,wikipedia,remote-bge-lora,75,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,675.446,27199,Purpose of provision of concrete cover,completed,,0
pool75_top8,75,8,stage29_wiki_dam_applications,stage29_new_corpus_queries,wikipedia,remote-bge-lora,75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,662.654,27137,Dam applications,completed,,0
pool75_top8,75,8,stage29_standard_eap,stage29_new_corpus_queries,standard,remote-bge-lora,75,5,1.0,0.853932,1.0,1.0,0.966985,1.0,0.0,0.0,1.0,0.0,1.0,1.0,692.377,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool75_top8,75,8,stage29_standard_earthquake,stage29_new_corpus_queries,standard,remote-bge-lora,75,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,656.67,20121,FEMA P-64 Emergency Action Planning for Dams,completed,,0
pool75_top8,75,8,stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,remote-bge-lora,75,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,664.609,27659,FEMA Living with Dams Know Your Risks,completed,,0
pool75_top8,75,8,stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,remote-bge-lora,75,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,652.098,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool75_top8,75,8,stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,remote-bge-lora,75,56,1.0,1.0,1.0,1.0,0.745791,1.0,0.0,0.0,0.75,0.0,1.0,1.0,647.665,21329,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
pool75_top8,75,8,stage29_web_rfc_advantages,stage29_new_corpus_queries,web,remote-bge-lora,75,3,1.0,0.469279,1.0,1.0,0.469279,1.0,0.0,0.0,0.75,0.0,1.0,1.0,656.724,26334,Filling the gaps in large concrete dams,completed,,0
pool75_top8,75,8,stage29_web_rfc_inventors,stage29_new_corpus_queries,web,remote-bge-lora,75,1,0.5,0.63093,0.0,1.0,0.63093,1.0,0.0,0.0,0.75,0.0,1.0,1.0,683.097,26560,Research on Rock-Filled Concrete Dam - International Journal of Civil Engineering,completed,,0
pool75_top8,75,8,stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,670.306,26344,JIN Feng-Department of Hydraulic Engineering,completed,,0
pool75_top8,75,8,stage29_web_aci_318_scope,stage29_new_corpus_queries,web,remote-bge-lora,75,18,1.0,0.786014,1.0,1.0,0.670516,1.0,0.0,0.0,1.0,0.0,1.0,1.0,662.207,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool75_top8,75,8,stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,remote-bge-lora,75,2,1.0,0.919721,1.0,1.0,0.919721,1.0,0.0,0.0,0.75,0.0,1.0,1.0,661.201,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool75_top8,75,8,stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,670.483,11758,堆石混凝土堆坝技术在某尾矿库拦水坝设计中的应用,completed,,0
pool75_top8,75,8,stage29_refusal_private_key,stage29_new_corpus_queries,refusal,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,687.263,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
pool75_top8,75,8,stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,643.954,47742,固结灌浆工艺在东升水电站的实践与应用,completed,,0
pool75_top8,75,8,stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,75,4,0.5,0.41443,0.0,1.0,0.544557,1.0,0.0,0.0,1.0,0.0,1.0,1.0,675.075,40857,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool75_top8,75,8,stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,75,4,1.0,0.636682,1.0,1.0,0.636682,1.0,0.0,0.0,1.0,0.0,1.0,1.0,678.471,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool75_top8,75,8,stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,75,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,679.916,33049,胶结面缺陷对堆石混凝土宏观力学性能影响研究,completed,,0
pool75_top8,75,8,stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,75,2,0.5,0.624051,0.0,1.0,0.624051,1.0,0.0,0.0,1.0,0.0,1.0,1.0,676.104,22238,Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterogeneous code acceleration,completed,,0
pool75_top8,75,8,stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,75,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,675.894,29800,堆石混凝土坝施工期温度场、应力场分析及裂缝控制,completed,,0
pool75_top8,75,8,stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,75,13,1.0,1.0,1.0,1.0,0.920205,1.0,0.0,0.0,1.0,0.0,1.0,1.0,664.433,29932,堆石混凝土坝渗流的分析及模拟研究,completed,,0
pool75_top8,75,8,stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,648.38,39915,"堆石混凝土( Rock-Filled Concrete,RFC)筑坝技术",completed,,0
pool75_top8,75,8,stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,75,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,662.292,51915,堆石混凝土坝质量控制与检验探讨,completed,,0
pool75_top8,75,8,stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,663.947,38056,"堆石混凝土 ( Rock-filled Concrete, RFC)",completed,,0
pool75_top8,75,8,stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,75,50,0.5,0.66084,0.0,1.0,0.747057,1.0,0.0,0.0,1.0,0.0,1.0,1.0,667.961,22154,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,completed,,0
pool75_top8,75,8,stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,75,4,1.0,0.982892,1.0,1.0,0.982892,1.0,0.0,0.0,1.0,0.0,1.0,1.0,666.355,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
pool75_top8,75,8,stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,649.351,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
pool75_top8,75,8,stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,remote-bge-lora,75,66,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,659.773,21816,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
pool75_top8,75,8,stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,75,44,1.0,0.83042,1.0,1.0,0.873529,1.0,0.0,0.0,1.0,0.0,1.0,1.0,671.202,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
pool75_top8,75,8,stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,75,18,1.0,0.50874,1.0,1.0,0.549309,1.0,0.0,0.0,1.0,0.0,1.0,1.0,656.302,22236,Monitoring the flow patterns of high performance self-compacting concrete in the voids of sloped rock-filled concrete structures,completed,,0
pool75_top8,75,8,stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,75,67,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,670.646,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
pool75_top8,75,8,stage37_followup,phase51_performance_cases,followup,remote-bge-lora,75,11,0.5,0.213986,0.0,1.0,0.323698,1.0,0.0,0.0,1.0,0.0,1.0,1.0,656.61,27139,Dam applications,completed,,0
pool75_top8,75,8,stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,651.197,27137,Dam applications,completed,,0
pool75_top8,75,8,stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,remote-bge-lora,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,662.678,21841,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
pool75_top8,75,8,stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,remote-bge-lora,75,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,655.252,21724,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
pool100_top10,100,10,stage29_wiki_rcc_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,868.773,27137,Dam applications,completed,,0
pool100_top10,100,10,stage29_wiki_arch_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,877.51,19794,拱坝的分类,completed,,0
pool100_top10,100,10,stage29_wiki_hydraulic_engineering,stage29_new_corpus_queries,wikipedia,remote-bge-lora,100,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,1.0,872.257,19802,基本原理,completed,,0
pool100_top10,100,10,stage29_wiki_concrete_cover,stage29_new_corpus_queries,wikipedia,remote-bge-lora,100,3,1.0,0.88546,1.0,1.0,0.88546,1.0,0.88546,1.0,0.75,0.0,1.0,1.0,858.315,27199,Purpose of provision of concrete cover,completed,,0
pool100_top10,100,10,stage29_wiki_dam_applications,stage29_new_corpus_queries,wikipedia,remote-bge-lora,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,861.389,27137,Dam applications,completed,,0
pool100_top10,100,10,stage29_standard_eap,stage29_new_corpus_queries,standard,remote-bge-lora,100,5,1.0,0.853932,1.0,1.0,0.966985,1.0,0.966985,1.0,1.0,0.0,1.0,1.0,837.312,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool100_top10,100,10,stage29_standard_earthquake,stage29_new_corpus_queries,standard,remote-bge-lora,100,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,854.081,20609,FEMA P-93 Selecting and Accommodating Inflow Design Floods for Dams,completed,,0
pool100_top10,100,10,stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,remote-bge-lora,100,2,1.0,0.919721,1.0,1.0,0.919721,1.0,0.919721,1.0,0.75,0.0,1.0,1.0,859.265,27659,FEMA Living with Dams Know Your Risks,completed,,0
pool100_top10,100,10,stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,remote-bge-lora,100,9,1.0,1.0,1.0,1.0,1.0,1.0,0.997188,1.0,0.75,0.0,1.0,1.0,864.249,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool100_top10,100,10,stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,remote-bge-lora,100,81,1.0,1.0,1.0,1.0,0.920205,1.0,0.864315,1.0,0.75,0.0,1.0,1.0,876.213,28048,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
pool100_top10,100,10,stage29_web_rfc_advantages,stage29_new_corpus_queries,web,remote-bge-lora,100,3,1.0,0.469279,1.0,1.0,0.469279,1.0,0.469279,1.0,0.75,0.0,1.0,1.0,866.754,26334,Filling the gaps in large concrete dams,completed,,0
pool100_top10,100,10,stage29_web_rfc_inventors,stage29_new_corpus_queries,web,remote-bge-lora,100,1,0.5,0.63093,0.0,1.0,0.63093,1.0,0.63093,1.0,0.75,0.0,1.0,1.0,856.199,26560,Research on Rock-Filled Concrete Dam - International Journal of Civil Engineering,completed,,0
pool100_top10,100,10,stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,894.848,26344,JIN Feng-Department of Hydraulic Engineering,completed,,0
pool100_top10,100,10,stage29_web_aci_318_scope,stage29_new_corpus_queries,web,remote-bge-lora,100,21,1.0,0.616434,1.0,1.0,0.634145,1.0,0.61804,1.0,1.0,0.0,1.0,1.0,868.522,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool100_top10,100,10,stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,remote-bge-lora,100,2,1.0,0.850345,1.0,1.0,0.850345,1.0,0.850345,1.0,0.75,0.0,1.0,1.0,864.962,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool100_top10,100,10,stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,873.895,11758,堆石混凝土堆坝技术在某尾矿库拦水坝设计中的应用,completed,,0
pool100_top10,100,10,stage29_refusal_private_key,stage29_new_corpus_queries,refusal,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,873.173,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
pool100_top10,100,10,stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,854.106,47742,固结灌浆工艺在东升水电站的实践与应用,completed,,0
pool100_top10,100,10,stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,100,12,0.5,0.514771,0.0,1.0,0.553807,1.0,0.548135,1.0,1.0,0.0,1.0,1.0,875.873,40857,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool100_top10,100,10,stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,100,4,1.0,0.636682,1.0,1.0,0.636682,1.0,0.636682,1.0,1.0,0.0,1.0,1.0,878.862,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool100_top10,100,10,stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,100,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,879.95,33053,胶结面缺陷对堆石混凝土宏观力学性能影响研究,completed,,0
pool100_top10,100,10,stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,100,2,0.333333,0.306574,0.0,1.0,0.510956,1.0,0.510956,1.0,1.0,0.0,1.0,1.0,878.681,22238,Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterogeneous code acceleration,completed,,0
pool100_top10,100,10,stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,100,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,872.948,29800,堆石混凝土坝施工期温度场、应力场分析及裂缝控制,completed,,0
pool100_top10,100,10,stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,100,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,853.452,29927,堆石混凝土坝渗流的分析及模拟研究,completed,,0
pool100_top10,100,10,stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,853.494,39915,"堆石混凝土( Rock-Filled Concrete,RFC)筑坝技术",completed,,0
pool100_top10,100,10,stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,100,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,870.542,51915,堆石混凝土坝质量控制与检验探讨,completed,,0
pool100_top10,100,10,stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,849.675,38056,"堆石混凝土 ( Rock-filled Concrete, RFC)",completed,,0
pool100_top10,100,10,stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,100,64,0.5,0.66084,0.0,1.0,0.747057,1.0,0.713654,1.0,1.0,0.0,1.0,1.0,863.727,22154,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,completed,,0
pool100_top10,100,10,stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,100,8,1.0,1.0,1.0,1.0,0.915686,1.0,0.988803,1.0,1.0,0.0,1.0,1.0,863.563,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
pool100_top10,100,10,stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,100,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,847.228,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
pool100_top10,100,10,stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,remote-bge-lora,100,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,886.513,21816,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
pool100_top10,100,10,stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,100,52,1.0,0.83042,1.0,1.0,0.873529,1.0,0.889954,1.0,1.0,0.0,1.0,1.0,897.048,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
pool100_top10,100,10,stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,100,21,1.0,0.50874,1.0,1.0,0.549309,1.0,0.541588,1.0,1.0,0.0,1.0,1.0,887.357,22236,Monitoring the flow patterns of high performance self-compacting concrete in the voids of sloped rock-filled concrete structures,completed,,0
pool100_top10,100,10,stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,100,84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,855.356,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
pool100_top10,100,10,stage37_followup,phase51_performance_cases,followup,remote-bge-lora,100,16,0.5,0.360055,0.0,1.0,0.34832,1.0,0.303082,1.0,1.0,0.0,1.0,1.0,859.897,39089,堆石混凝土坝概述及下一代混凝土坝施工技术展望（英文）,completed,,0
