source_id,title,authors,year,venue,category,discovered_via,doi,url,pdf_url,abstract,keywords,language,citation_count,source_type,access_rights,license_or_terms,local_path,status,notes
openalex_a57a41c884ec,Rock-filled concrete in the mass concrete temperature field analysis,Xiping Jiang,2013,Concrete,thermal_control;numerical_modeling,OpenAlex,,https://openalex.org/W2391808854,,"Under the same conditions,ordinary concrete and rock-filled concrete technology of mass concrete casting simulation,to them the distribution of the temperature field produced by cloud be compared,demonstrates the internal hydration heat of rock-filled concrete produced more less and also demonstrates low temperature than normal concrete and crack control of mass more effective.",Mass concrete;Rock mass classification;Geotechnical engineering;Casting;Materials science;Geology;Composite material,en,1,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete
openalex_2204591f4b82,Selection of Rock-fill Concrete Dam Type of Mengman Second Cascade Hydropower Station,Peng Zhang-chao,2013,,thermal_control;dam_engineering,OpenAlex,,https://openalex.org/W2374306986,,"After comprehensive comparison,concrete gravity dam was the selected dam type in Mengman second cascade hydropower station ordinary concrete,roller compacted concrete and rock-filled concrete were analyzed and compared from sides of investment,construction condition,temperature control,environment protection and risks,rock-fill concrete gravity dam was recommend finally.",Gravity dam; Hydropower; Geotechnical engineering; Cascade; Roller-compacted concrete; Geology; Environmental science; Engineering; et al.,en,,open_access_candidate,closed,,,candidate,query=rock-fill concrete dam
openalex_99fb932846df,Study on Strength Mechanism of Self-Compacting Rock-Fill Concrete with Big Aggregates,Hai Chao Wang; Chun Ru Cheng; Xue Hui An,2013,Advanced materials research,mechanical_properties,OpenAlex;Crossref,10.4028/www.scientific.net/amr.753-755.558,https://doi.org/10.4028/www.scientific.net/amr.753-755.558,,"Self-compacting rock-fill concrete with natural and recycled aggregate can be applied in large structural components’production. According to the deep analysis of material's mechanical properties test data, the author makes a study on the strength mechanism of the concrete material. The results show that the concrete material essentially is concrete, and the concrete strength of large-sized natural aggregate and recycled aggregate are basically the same. However, due to the varieties in material production process and material shape as well as the influence of the mechanical properties and aggregate size, the strength mechanism of them is different. Effective control on mechanical properties of self-compacting rock-fill concrete and aggregate's appearances and shapes is helpful to the strength design of the self-compacting rock-fill concrete with large aggregate.",Aggregate (composite);Materials science;Geotechnical engineering;Composite material;Geology,en,0,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_6553ac9cad70,Study on the Compression Capacity of the Wall of Recycled Aggregates Self-Compacting Rock-Filled Concrete,Hai Chao Wang; Yi Long Gao; Xue Hui An,2013,Applied Mechanics and Materials,mechanical_properties;dam_engineering,OpenAlex;Crossref,10.4028/www.scientific.net/amm.438-439.719,https://doi.org/10.4028/www.scientific.net/amm.438-439.719,,"The goal of the paper is to make good use of solid wastes. The aggregates of ordinary self-compacting concrete are changed for the large size of recycled aggregate, which are randomly put into the mold before self-compacting concrete are poured into to form the new type of concrete specimens, and a freestone aggregate specimen is also made for a comparison. 500 tons of electro-hydraulic servo testing machine is used for the test, to measure the strength of this new wall material, bearing capacity, deformation properties and damage form, etc. Test results show that the average compressive strength of the wall of recycled aggregate rock-filled concrete is 6.42MPa, which is far greater than 2.03MPa specified in standard under same mortar strength. Therefore, the recycled aggregate concrete wall of self-compacting has higher bearing capacity, and can meet the requirment of the project.",Aggregate (composite);Mortar;Compressive strength;Bearing capacity;Geotechnical engineering;Materials science;Deformation (meteorology);Compression (physics);et al.,en,0,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete
openalex_d9d8c6f3c9f3,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,Jun Liu,2013,Applied Mechanics and Materials,dam_engineering,OpenAlex;Crossref,10.4028/www.scientific.net/amm.438-439.1347,https://doi.org/10.4028/www.scientific.net/amm.438-439.1347,,"The auxiliary dam of the upper reservoir of Baoquan pumped storage power station is filled with rock-filled concrete, which accelerates the schedule of construction, shortens the duration, reduces investment, and guarantees the quality of the construction effectively. This is the first application of rock-filled concrete in dam filling in hydraulic engineering, and it develops a new technology of using rock-filled concrete to fill dam, which provides valuable experience in the diversity and rationality of hydraulic engineering construction.",Schedule;Civil engineering;Geotechnical engineering;Duration (music);Engineering;Computer science;Operating system;Art;et al.,en,1,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=rock-filled concrete; query=rock filled concrete
openalex_9bedfe370565,Experimental study of the interfacial transition zone (ITZ) of model rock-filled concrete (RFC),Yuetao Xie; David J. Corr; Feng Jin; Hu Zhou; Surendra P. Shah,2014,Cement and Concrete Composites,,OpenAlex;Crossref,10.1016/j.cemconcomp.2014.09.002,https://doi.org/10.1016/j.cemconcomp.2014.09.002,,,Materials science;Grout;Nanoindentation;Rheology;Geotechnical engineering;Cement;Formwork;Aggregate (composite);et al.,en,186,open_access_candidate,closed,https://www.elsevier.com/tdm/userlicense/1.0/; https://www.elsevier.com/legal/tdmrep-license,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_cea711e78c4e,Future research needs in self-consolidating concrete,Surendra P. Shah; Gilson R. Lomboy,2014,Journal of Sustainable Cement-Based Materials,filling_capacity;dam_engineering,OpenAlex,10.1080/21650373.2014.956238,https://doi.org/10.1080/21650373.2014.956238,,"The development of self-consolidating concrete (SCC) had revolutionized construction by its ability to achieve full compaction without mechanical vibration and consistency of quality. Use of SCC results in significant reduction in construction time, cost, and noise. With the growing utilization of SCC, the necessity for research to understand and manipulate the fresh and hardened properties of SCC also increases. The paper presents future research needs of SCC in the areas of rheology, construction, and sustainability. Aside from yield stress and viscosity, which are key properties for flowability and stability, the mechanisms behind thixotropy need to be understood. To be able to obtain a better grasp of the mechanisms driving the rheology of cement-based systems, the system needs to be studied at multiple scales. Three research areas in construction using SCC are discussed; pumping, cast-in-place of bridge components, and rock-filled concrete. Finally, the research need for further sustainability is emphasize.",Thixotropy; Rheology; Sustainability; Compaction; Engineering; Civil engineering; Materials science; Construction engineering; et al.,en,21,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete
openalex_21c90a50f3bb,Particle Size Distribution of Sandstone Aggregate Influence on Recycled Aggregate Concrete Properties,Li Zhou; Fang Ning Sun; Qing Hong Zhao,2014,Applied Mechanics and Materials,filling_capacity;mechanical_properties;numerical_modeling,OpenAlex,10.4028/www.scientific.net/amm.584-586.1504,https://doi.org/10.4028/www.scientific.net/amm.584-586.1504,,"Typically, the selection of large aggregate particle size is mainly determined by the thickness of structures and the thickness of protective layer. The greater the aggregate diameter is, the smaller the specific surface is, and the smaller coating materials demand will be without specific requirements. It will affect the concrete flowability directly if there are too much big size of aggregates or the particle size is too big for forming a certain stable packing skeleton structure. The strength of the large diameter recycled self-compacting rock-fill concrete is low so that the primary cause of its failure mechanism is bond failure and bond slip in aggregate. Shear failure in aggregate is not easy to happen due to the strength of the aggregate is too low. For this reason, we put forward the general selection requirements for large diameter aggregate.",Aggregate (composite); Materials science; Composite material; Particle size; Particle-size distribution; Particle (ecology); Geotechnical engineering; Geology; et al.,en,3,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete
openalex_320bd7105c06,"Rock-filled concrete, the new norm of SCC in hydraulic engineering in China",Xuehui An; Qiong Wu; Feng Jin; Miansong Huang; Hu Zhou; Changjiu Chen; Chunna Liu,2014,Cement and Concrete Composites,mechanical_properties;dam_engineering,OpenAlex;Crossref,10.1016/j.cemconcomp.2014.08.001,https://doi.org/10.1016/j.cemconcomp.2014.08.001,,"Rock-filled concrete (RFC) was developed in China in 2003 as an application of self-compacting concrete (SCC) that can then be used as “normal” concrete for massive concrete constructions. RFC is produced by filling the voids of rock blocks with SCC, which has good fluidity and segregation resistance. To guarantee the required workability of SCC, a mix design method for SCC based on its paste rheological characteristics was developed. The proposed method yielded practical benefits by saving on the amount of laboratory work, testing time, and raw materials. The integrated performance of RFC was studied by conducting tests on its compaction, compression strength, tensile strength, and permeability. Results indicated that RFC meets the requirements of hydraulic concrete. With two types of construction technology in practical application, RFC exhibits remarkable advantages, such as high construction efficiency, low cost, low heat of hydration, and low environmental load. These advantages contribute to a simpler construction management and an easier quality control, signifying that RFC is a promising technology in hydraulic engineering.",Compaction;Ultimate tensile strength;Compressive strength;Geotechnical engineering;Permeability (electromagnetism);Civil engineering;Materials science;Engineering;et al.,en,106,open_access_candidate,hybrid,cc-by,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_bd1b89d8837a,The Comparison of Self-Compacting Rock-Filled Concrete with Large-Size Natural and Recycled Aggregate,Hai Chao Wang; Xue Hua Wang; Xue Hui An,2014,Applied Mechanics and Materials,,OpenAlex;Crossref,10.4028/www.scientific.net/amm.513-517.20,https://doi.org/10.4028/www.scientific.net/amm.513-517.20,,"The different fracture characteristics of self-compacting rock-filled concrete with large-size natural and recycled aggregate are analyzed by three-point bending experiment. According to the analysis of the crack propagation process, the fracture mechanism differences of self-compacting rock-filled concrete with large-size natural and recycled aggregate are discussed. The further analysis of the differences of fracture toughness, fracture energy, and are gain",Aggregate (composite);Materials science;Fracture (geology);Bending;Geotechnical engineering;Composite material;Fracture toughness;Toughness;et al.,en,2,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete
openalex_1bc55c680be6,"Experimental Study on Effects of Casting Procedures on Compressive Strength, Water Permeability, and Interfacial Transition Zone Porosity of Rock-Filled Concrete",Yiyang Wang; Feng Jin; Yuetao Xie,2016,Journal of Materials in Civil Engineering,mechanical_properties,OpenAlex,10.1061/(asce)mt.1943-5533.0001558,https://doi.org/10.1061/(asce)mt.1943-5533.0001558,,"This study investigated the effects of different casting procedures on compressive strength, water permeability, and interfacial transition zone (ITZ) porosity of rock-filled concrete (RFC). Mixes of concrete with the same proportions were cast using the self-compacting method (the casting procedure of RFC) and the vibration method (the casting procedure of normal concrete). A control group of concrete was prepared to reveal the effects of aggregate size. Compressive tests and water permeability tests were performed in accordance with the current codes. Scanning electron microscopy was used to calculate the porosity of the ITZ by processing the second electron and backscattered electron images of the ITZ. The findings indicate that the self-compacting method can improve compressive strength and particularly impermeability grade. Switching the vibration method to the self-compacting method also significantly reduces ITZ porosity, especially the ITZ porosity at the lateral surface of the aggregate.",Porosity;Compressive strength;Materials science;Composite material;Casting;Permeability (electromagnetism);Scanning electron microscope;Aggregate (composite);et al.,en,30,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete
openalex_a0d62f416384,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete,Xiaofei Zhang; Qian Liu; Xin Zhang; Yanlong Li; Xiaoping Wang,2018,Mathematical Problems in Engineering,thermal_control;numerical_modeling;dam_engineering,OpenAlex,10.1155/2018/3964926,https://downloads.hindawi.com/journals/mpe/2018/3964926.pdf,https://downloads.hindawi.com/journals/mpe/2018/3964926.pdf,"In the present study, we investigate the effect of the adiabatic temperature rise property of rock-fill concrete (RFC) on the temperature stress and crack resistance of RFC gravity dams. We conducted tests on the adiabatic temperature rise of RFC with a rock-fill ratio of 42%, 49%, and 55%, respectively. Based on the regression analysis of the test data, a calculation model of the adiabatic temperature rise, considering the rock-fill ratio, is developed, and the finite element analysis software ANSYS is employed to simulate the whole process of the temperature and temperature stress fields of a RFC gravity dam. The main findings of the study are as follows: (1) Both the adiabatic temperature rise rate and the final adiabatic temperature rise of RFC are negatively correlated with the rock-fill ratio. (2) The calculation model of the adiabatic temperature rise of RFC is characterized by its high accuracy, which can help predict the adiabatic temperature rise of RFC with different rock-fill ratios. (3) Without any temperature control measures, the maximum temperature stress of RFC generated by the temperature rise of hydration heat in the RFC gravity dam is 0.93 MPa, which meets the standard of temperature stress control. The results of the present study indicate that dam construction with RFC can simplify the measures of temperature control and crack prevention, improve the construction efficiency, and reduce the cost of dam construction.",Adiabatic process;Gravity dam;Temperature control;Materials science;Stress (linguistics);Mechanics;Structural engineering;Geotechnical engineering;et al.,en,14,open_access_candidate,hybrid,cc-by,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam
openalex_5b4c0178d435,Experimental study on the creep behaviour of rock-filled concrete and self-compacting concrete,Shiqin He; Zhongfeng Zhu; Miao Lv; Hui Wang,2018,Construction and Building Materials,dam_engineering,OpenAlex;Crossref,10.1016/j.conbuildmat.2018.07.083,https://doi.org/10.1016/j.conbuildmat.2018.07.083,,,Creep;Materials science;Shrinkage;Composite material;Geotechnical engineering;Structural engineering;Geology;Engineering,en,27,open_access_candidate,closed,https://www.elsevier.com/tdm/userlicense/1.0/; https://www.elsevier.com/legal/tdmrep-license,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_41ca1178b5fe,Research on Rock-Filled Concrete Dam,Feng Jin; Hu Zhou; Xuehui An,2018,International Journal of Civil Engineering,dam_engineering,OpenAlex;Crossref,10.1007/s40999-018-0313-0,https://doi.org/10.1007/s40999-018-0313-0,http://link.springer.com/content/pdf/10.1007/s40999-018-0313-0.pdf,,Geotechnical engineering;Engineering;Civil engineering;Geology;Forensic engineering,en,30,open_access_candidate,closed,http://www.springer.com/tdm,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=rock-filled concrete; query=rock filled concrete
openalex_7cf3fcfc3395,Research on Rock-Filled Concrete Dams: a Review,Feng Jin; Hu Zhou; Duruo Huang,2018,EasyChair preprint,review;thermal_control;dam_engineering,OpenAlex;Crossref,10.29007/tjdq,https://easychair.org/publications/preprint_open/Hdvz,https://easychair.org/publications/preprint_open/Hdvz,"Rock-Filled Concrete (RFC) is an innovative mass concrete technology. To date, RFC technology has been used to build a great number of gravity dams and arch dams. Since it was invented in 2003, many experimental and numerical research works have been conducted. During the construction process of RFC, an assembly of large rocks with more than 300 mm in grain size, called rockfill, can be cemented with a high-performance self-compacting concrete (HSCC). The RFC technology combines the advantages of masonry and concrete, in that it decreases cement consumption, lowers temperature rise of cement hydration, and reduces shrinkage of concrete. This paper aims at acquainting readers with a timely review of state-of-the-art research on RFC technology, including (1) workability of HSCC and compactness of RFC, (2) thermal and mechanical properties of RFC, (3) structures of an RFC dam and (4) construction and quality control measurements.",Cement;Shrinkage;Geotechnical engineering;Experimental research;Civil engineering;Engineering;Geology;Materials science;et al.,en,13,open_access_candidate,diamond,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_f71e2ed8a02c,Study on Rock Filled Self Compacting Concrete,Arun Raja L.; Dr.M. Shahul Hameed,2018,Zenodo (CERN European Organization for Nuclear Research),filling_capacity;mechanical_properties;dam_engineering,OpenAlex,10.5281/zenodo.2416888,https://zenodo.org/record/2416888,https://zenodo.org/record/2416888,"<em>In large-scale concrete construction of Rock-filled concrete (RFC) was recently developed. The filling capacity of self-compacting concrete (SCC) makes it highly dependent on distinctive casting procedure of RFC. </em><em>This research examined the most controversial issues regarding performance of SCC and Rock Filled Concrete (RFC). An experimental setup designed to arouse SCC flow in rock skeleton were investigated. The slump cone, L-Box, J-Ring, and V-Funnel tests were carried out on the fresh Self Compacting Concrete with the EFNARC guidelines. After each mix proportion, specimens were casted and cured for 28 days in water and compressive strength and split tensile values were determined. The result show that</em><em> the strengths found better for </em><em>SCC with Rock filled concrete.eng</em>",Geology; Geotechnical engineering; Materials science,en,,open_access_candidate,green,other-oa,,candidate,query=self-compacting rock-filled concrete
openalex_1a5962fe4e65,Experimental Research on the Properties of Rock-Filled Concrete,Hai Wei; Guohui Zhang; Fanfan Sun; Mingming Wang; Wenhai Li; Juncai Xu,2019,Applied Sciences,mechanical_properties;dam_engineering,OpenAlex;Crossref,10.3390/app9183767,https://www.mdpi.com/2076-3417/9/18/3767/pdf,https://mdpi-res.com/d_attachment/applsci/applsci-09-03767/article_deploy/applsci-09-03767.pdf,"In order to comprehensively evaluate the properties of rock-filled concrete (RFC) with the strength of C15, lab experimental test and in-situ test are applied to explore the mechanical, hydraulic, ultrasonic characteristics of RFC in Hantang reservoir dam. Four types of defects within RFC are shown from the appearance of borehole cores specimens: (1) large sized voids existing in interfacial transition zone (ITZ) between self-compacting concrete (SCC) and rock block (RB); (2) bad cohesion in ITZ; (3) joints within rock block; (4) voids within SCC. For hydraulic aspects, the average porosity of RFC is 14.10%; the permeability rate of RFC ranges from 2.41 Lu to 10.41 Lu, with the average of 11.32 Lu, occasionally more than 25.52 Lu due to interconnected defects. For ultrasonic aspects, the ultrasonic velocity of RFC conforms to lognormal distribution, with the average of 2993.3 m/s and standard deviation of 650.5 m/s. For mechanical aspects, the average cubic compressive strength of RFC is 22.55 Mpa, with the standard deviation of 4.09 Mp. Thus the data shows a relatively great dispersion due to uneven distribution of some defects in RFC, which deteriorate the quality of RFC. Through the experimental investigation, it is shown that the quality of massive RFC in the Hantang dam is obviously non-homogeneous, mainly influenced by construction technology.",Materials science;Porosity;Geotechnical engineering;Homogeneous;Composite material;Compressive strength;Geology;Mathematics;et al.,en,14,open_access_candidate,gold,cc-by,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_1483452076b4,Experimental study of the influence of rocks on the interlayer shear behavior of rock-filled concrete,Mingqian Ren; AN Xuehui; Tan Ni; Pengfei Li,2019,Journal of Tsinghua University(Science and Technology),,OpenAlex,10.16511/j.cnki.qhdxxb.2019.22.029,https://doi.org/10.16511/j.cnki.qhdxxb.2019.22.029,,,Geotechnical engineering;Shear (geology);Materials science;Composite material;Direct shear test;Geology,en,3,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete
openalex_913323cb4cb2,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,W. Liu; Jianwen Pan,2019,Materials,filling_capacity;numerical_modeling,OpenAlex;Crossref,10.3390/ma13010108,https://www.mdpi.com/1996-1944/13/1/108/pdf?version=1577274421,https://mdpi-res.com/d_attachment/materials/materials-13-00108/article_deploy/materials-13-00108.pdf,"The good filling performance of self-compacting concrete (SCC) to pre-placed assembly of rocks is essential for quality of rock-filled concrete (RFC). In this study, a theoretical model is proposed to evaluate the filling capacity of SCC in porous media that is simplified to approximate the assembly of rocks. Numerical simulation of SCC flow in the porous media is carried out based on the computational fluid dynamics. The effects of yield stress of SCC and size and shape of grains in the porous media on the filling capacity of SCC are considered. The inclination of the free surface of the distribution of SCC at flow stoppage is defined to evaluate the filling capacity of SCC in the porous media. According to the theoretical model, the inclination is directly proportional to the yield stress of the SCC and the blocking effect of grains, while inversely proportional to the grain size. The numerical simulation provides consistent results with the theoretical model. The results suggest the use of rounded large rocks and SCC with low yield stress to ensure good quality of RFC.",Porous medium;Geotechnical engineering;Materials science;Yield (engineering);Porosity;Computer simulation;Yield surface;Flow (mathematics);et al.,en,30,open_access_candidate,gold,cc-by,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_af09d90a94c7,Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,Xuan Zhang; Zhihua Zhang; Zhida Li; Yunyu Li; Sun Tingting,2019,Construction and Building Materials,filling_capacity;numerical_modeling;dam_engineering,OpenAlex;Crossref,10.1016/j.conbuildmat.2019.117321,https://doi.org/10.1016/j.conbuildmat.2019.117321,,,Void ratio;Materials science;Geotechnical engineering;Mortar;Void (composites);Discrete element method;Slump;Composite material;et al.,en,50,open_access_candidate,closed,https://www.elsevier.com/tdm/userlicense/1.0/; https://www.elsevier.com/legal/tdmrep-license,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_d0c45fd53da2,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,Songgui Chen; Chuan-Hu Zhang; Feng Jin; Peng Cao; Qicheng Sun; Changjun Zhou,2019,Materials,filling_capacity;numerical_modeling,OpenAlex;Crossref,10.3390/ma12193128,https://www.mdpi.com/1996-1944/12/19/3128/pdf?version=1569487945,https://mdpi-res.com/d_attachment/materials/materials-12-03128/article_deploy/materials-12-03128.pdf,"Since invented in 2003, rock-filled concrete (RFC) has gained much attention and has been successfully applied in more and more civil and hydraulic projects in China. This study developed a numerical framework to simulate self-compacting concrete (SCC) flows in the voids among rocks of RFC, which couples the lattice Boltzmann method and discrete element method (DEM). The multiple-relaxation-time scheme is used to simulate self-compacting mortar (SCM) for better stability while the motion of coarse aggregates in SCC is simulated with DEM. The immersed moving boundary method is incorporated to deal with the interactions between coarse aggregates and SCM. After validation, the coupled framework is applied to study SCC flows in a single channel and in porous media with multi-channels. A passing factor PF was proposed and calculated to describe quantitatively the passing ability of SCC through a single channel. The study found that jamming of SCC occurs when the ratio Ar of the gap width to particle diameter is smaller than 2.0 and the jamming risk increases with solid particles fraction while the passing ability has a weak relation with the pressure gradient. Further, SCC flow is self-tuning in porous media with multi-channels and it is prone to go through larger or wider gaps. Exceeded existence of narrow gaps will significantly increase the jamming risk.",Discrete element method;Jamming;Lattice Boltzmann methods;Porous medium;Materials science;Mechanics;Mortar;Porosity;et al.,en,17,open_access_candidate,gold,cc-by,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_a1d6a02feb6e,Mechanical Behavior of Cemented Granular Aggregates under Uniaxial Compression,Wei Wang; Jianwen Pan; Feng Jin,2019,Journal of Materials in Civil Engineering,mechanical_properties,OpenAlex,10.1061/(asce)mt.1943-5533.0002681,https://doi.org/10.1061/(asce)mt.1943-5533.0002681,,"Cemented granular aggregates composed of densely packed particles bound together by a matrix partially filling the interstitial pore space, connecting adjacent grains and forming cemented grain-to-grain contacts. The artificial cemented granular aggregates from the high alumina ceramics beads as particles and self-compacting cement paste as cement matrix are used to investigate the mechanical behavior under uniaxial compression testing. The samples are fabricated by using the technique of rock-filled concrete without disturbing the granular backbone. The results show that the elastic modulus of the cemented granular aggregates is nearly four times or even one order of magnitude higher than that of the cement matrix. It is found that a linear-elastic regime is a dominant behavior in the prepeak region, and strain-softening is accompanied by the strain-hardening after the peak strength. Both decreasing the matrix volume fraction and reducing the matrix strength make the strain-hardening behavior disappeared. Interestingly, the uniaxial compressive strength and elastic modulus are found to be a nonlinear function of the matrix volume fraction, whatever the strength of cement matrix. The strength increases rapidly with a relative small value of matrix volume fraction. The bulk effect of matrix on the compressive strength and elastic modulus becomes more significant beyond a critical threshold value.",Materials science; Composite material; Compressive strength; Elastic modulus; Hardening (computing); Cement; Volume fraction; Softening; et al.,en,19,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete
openalex_71226e12aac3,Pilot Study on Vibrated Rock-filled Concrete,Bohao Wang; Feng Jin; Hu Zhou; Duruo Huang; Ning Liu; Wei Wang; Yiyang Wang,2019,Journal of Advanced Concrete Technology,filling_capacity;thermal_control,OpenAlex;Crossref,10.3151/jact.17.559,https://www.jstage.jst.go.jp/article/jact/17/10/17_559/_pdf,https://www.jstage.jst.go.jp/article/jact/17/10/17_559/_pdf,"This exploratory study investigated a new type of rock-filled concrete (RFC) named vibrated rock-filled concrete (VRFC). Different from the self-compacting concrete (SCC) used in traditional type of RFC, VRFC was built with ordinary pumping concrete (OPC) with the help of external vibration. The application of OPC further reduced the cement dosage and hydration heat of RFC, making it more widely applicable and environment-friendly without cost increase. It was proved that the fluidity of OPC could be significantly improved by external vibration, and the relationship between the flowing process and the mix proportion of OPC was also analyzed in the laboratory experiment. After verifying the feasibility of filling the rock voids with OPC in the laboratory, more than 700 m3 VRFC was constructed in the on-site experiment with roller compactors as the vibration source. Panoramic borehole color TV system and ultrasonic testing method were used to evaluate the quality of VRFC, and the influences of different parameters on the compactness as well as mechanical performance of VRFC were also analyzed.",Cement;Borehole;Vibration;Structural engineering;Materials science;Types of concrete;Geotechnical engineering;Engineering;et al.,en,7,open_access_candidate,diamond,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_da2b7b5e56bc,Construction information management system for rock-filled concrete dam (CIM4R),Xiaorong Xu; Feng Jin; Liqun Fu; Hu Zhou,2021,,dam_engineering,OpenAlex,10.1109/ichceswidr54323.2021.9656283,https://doi.org/10.1109/ichceswidr54323.2021.9656283,,"Rock-Filled Concrete (RFC) dam is a new type of concrete dam based on the technology of self-compacting concrete (SCC). To improve the quality control of construction in RFC dam site, a construction information management system for RFC dams (CIM4R) was developed. The software system has two user interfaces. The first is WEB based user interface for PCs, which takes control of the basic project information, the user authorization and data statistical analysis. The second is WeChat based user interface for mobile phones, which is assigned to users for the work stage control, information collection, message notification, and on-site record. Several modules are increasingly developed in the management system, such as inventory and inspection of raw materials, production control in the mixing plant, testing concrete specimens, quality inspection of unit engineering, and so on. AliCloud platform provides the platform for the storage of engineering data.",Authorization;Interface (matter);Computer science;User interface;Control (management);Quality (philosophy);Database;Engineering;et al.,en,1,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=self-compacting rock-filled concrete
openalex_cd6672ea6eb8,Experimental investigation into mode-I interfacial fracture behavior between rock and self-compacting concrete in rock-filled concrete,Jialong He; Hexiao Huang; Hui Jiang; Yuande Zhou; Feng Jin; Chuhan Zhang,2021,Engineering Fracture Mechanics,mechanical_properties,OpenAlex;Crossref,10.1016/j.engfracmech.2021.108047,https://doi.org/10.1016/j.engfracmech.2021.108047,,,Materials science;Composite material;Fracture (geology);Ultimate tensile strength;Softening;Wedge (geometry);Geotechnical engineering;Surface finish;et al.,en,28,open_access_candidate,closed,https://www.elsevier.com/tdm/userlicense/1.0/; https://www.elsevier.com/legal/tdmrep-license; https://doi.org/10.15223/policy-017; https://doi.org/10.15223/policy-037; https://doi.org/10.15223/policy-012; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-004,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
